Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Home Ownership_outlier,Annual Income_outlier,Annual Income_nan,Tax Liens_outlier,Number of Open Accounts_outlier,Months since last delinquent_nan,Bankruptcies_outlier,Bankruptcies_nan,Purpose_nan,Years of Credit History_outlier,Maximum Open Credit_outlier,Current Loan Amount_outlier,Current Credit Balance_outlier,Monthly Debt_outlier,Credit Score_nan,Years in current job_nan,Years in current job_1 year,Years in current job_10+ years,Years in current job_2 years,Years in current job_3 years,Years in current job_4 years,Years in current job_5 years,Years in current job_6 years,Years in current job_7 years,Years in current job_8 years,Years in current job_9 years,Years in current job_< 1 year,Tax Liens_0.0,Tax Liens_1.0,Tax Liens_2.0,Bankruptcies_0.0,Bankruptcies_1.0,Bankruptcies_2.0,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term,Home Mortgage,Own Home,Rent,ID,years_cat,num_cat,credit_cat,CreditScoreTLB1,CreditScoreTLB2,CreditScoreTLB3,CreditScoreTBNT,AnIMoD
Home Mortgage,1168386.0,< 1 year,0.0,10.0,12.7,867680.0,0.0,32.0,0.0,debt consolidation,Long Term,546326.0,596486.0,15589.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,700,2,1,4,720.5843293492696,724.25701839303,722.7259506135434,704.9185228604924,81776.5
Own Home,1021402.0,8 years,0.0,7.0,14.5,478159.0,0.0,29.0,0.0,other,Short Term,321332.0,209323.0,5567.0,733.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,701,2,1,4,723.1353996737357,725.830985915493,722.7259506135434,729.2101616628175,79549.83333333333
Home Mortgage,964136.0,8 years,0.0,6.0,17.2,85624.0,0.0,33.0,0.0,take a trip,Short Term,162228.0,67279.0,4789.0,689.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,702,3,1,3,724.3789682539683,722.9264705882352,722.7259506135434,729.2101616628175,75555.66666666667
Home Mortgage,1397070.0,10+ years,0.0,11.0,17.0,1440560.0,0.0,32.0,0.0,home improvements,Short Term,309573.0,271225.0,14087.0,748.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,703,3,2,4,722.4205202312139,724.25701839303,722.7259506135434,729.2101616628175,102335.5
Rent,1168386.0,1 year,0.0,8.0,15.8,153802.0,0.0,14.0,0.0,debt consolidation,Short Term,219780.0,55917.0,11831.0,731.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,704,3,1,4,723.6175548589341,721.671052631579,722.7259506135434,729.2101616628175,85534.5
Rent,1681272.0,6 years,0.0,8.0,13.0,837122.0,0.0,32.0,0.0,debt consolidation,Short Term,305712.0,308712.0,31804.0,746.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,705,2,1,4,723.6175548589341,724.25701839303,722.7259506135434,729.2101616628175,108302.0
Home Mortgage,575016.0,10+ years,0.0,14.0,29.2,383812.0,0.0,32.0,0.0,debt consolidation,Short Term,199738.0,274132.0,11788.0,708.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,706,4,2,4,721.302380952381,724.25701839303,722.7259506135434,729.2101616628175,36130.0
Home Mortgage,1840245.0,10+ years,0.0,12.0,22.3,924044.0,1.0,32.0,0.0,debt consolidation,Short Term,263604.0,467647.0,20396.0,747.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,707,4,2,4,723.144128113879,724.25701839303,722.7259506135434,725.5441176470588,132957.75
Home Mortgage,1168386.0,4 years,0.0,8.0,18.5,198088.0,1.0,32.0,1.0,debt consolidation,Short Term,112464.0,89300.0,12416.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,708,3,1,4,723.6175548589341,724.25701839303,720.0370370370371,725.7162872154115,84949.5
Home Mortgage,2901585.0,7 years,0.0,16.0,17.0,577368.0,0.0,14.0,0.0,debt consolidation,Short Term,447964.0,272745.0,28774.0,737.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,709,3,3,4,723.1924528301887,721.671052631579,722.7259506135434,729.2101616628175,213024.75
Rent,1168386.0,10+ years,0.0,20.0,17.0,465190.0,0.0,46.0,0.0,debt consolidation,Short Term,102410.0,85576.0,4974.0,731.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,710,3,3,4,720.1397849462365,723.8478260869565,722.7259506135434,729.2101616628175,92391.5
Rent,2332440.0,9 years,0.0,3.0,13.8,1462076.0,0.0,32.0,0.0,debt consolidation,Long Term,486134.0,558106.0,14131.0,689.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,711,2,0,3,720.9052631578948,724.25701839303,722.7259506135434,704.9185228604924,180239.0
Home Mortgage,2633400.0,10+ years,0.0,8.0,28.9,507672.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,153026.0,26202.0,742.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,712,4,1,4,723.6175548589341,724.25701839303,722.7259506135434,729.2101616628175,193248.0
Home Mortgage,1016044.0,10+ years,0.0,23.0,17.0,2079154.0,0.0,34.0,0.0,debt consolidation,Long Term,516340.0,933736.0,18966.0,720.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,713,3,4,4,717.8135593220339,719.9272727272727,722.7259506135434,704.9185228604924,65704.33333333333
Rent,707161.0,7 years,0.0,7.0,9.0,311872.0,0.0,32.0,0.0,debt consolidation,Long Term,246774.0,211983.0,17738.0,687.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,714,1,1,3,723.1353996737357,724.25701839303,722.7259506135434,704.9185228604924,41192.083333333336
Home Mortgage,951805.0,7 years,0.0,13.0,11.6,255838.0,0.0,46.0,0.0,debt consolidation,Long Term,392348.0,174097.0,17450.0,593.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,715,2,2,1,721.2881720430107,723.8478260869565,722.7259506135434,704.9185228604924,61867.08333333333
Home Mortgage,2186368.0,3 years,0.0,7.0,14.0,519486.0,0.0,32.0,0.0,debt consolidation,Long Term,763840.0,344565.0,28605.0,716.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,716,2,1,4,723.1353996737357,724.25701839303,722.7259506135434,704.9185228604924,153592.33333333334
Rent,1168386.0,10+ years,0.0,3.0,20.5,104148.0,0.0,32.0,0.0,debt consolidation,Short Term,63734.0,67184.0,16076.5,686.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,717,4,0,3,720.9052631578948,724.25701839303,722.7259506135434,729.2101616628175,81289.0
Rent,1345162.0,6 years,0.0,13.0,10.5,730048.0,0.0,14.0,0.0,other,Long Term,529562.0,308940.0,6479.0,611.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,718,2,2,2,721.2881720430107,721.671052631579,722.7259506135434,704.9185228604924,105617.83333333333
Rent,663841.0,4 years,0.0,7.0,8.4,103774.0,0.0,32.0,0.0,debt consolidation,Short Term,99396.0,85234.0,10068.0,714.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,719,1,1,4,723.1353996737357,724.25701839303,722.7259506135434,729.2101616628175,45252.083333333336
Home Mortgage,2501616.0,10+ years,0.0,8.0,16.4,1053800.0,0.0,12.0,0.0,debt consolidation,Long Term,713020.0,797240.0,16281.0,700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,720,3,1,4,723.6175548589341,722.0461538461539,722.7259506135434,704.9185228604924,192187.0
Home Mortgage,1718360.0,8 years,0.0,9.0,13.7,1876732.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,914147.0,27494.0,747.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,721,2,1,4,722.9917582417582,724.25701839303,722.7259506135434,729.2101616628175,115702.66666666666
Rent,1168386.0,1 year,0.0,17.0,22.0,556798.0,1.0,32.0,1.0,debt consolidation,Long Term,336644.0,242839.0,25196.0,731.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,722,4,3,4,722.2456896551724,724.25701839303,720.0370370370371,701.245508982036,72169.5
Home Mortgage,712557.0,6 years,0.0,9.0,18.4,200706.0,0.0,54.0,0.0,debt consolidation,Long Term,356796.0,159296.0,11995.0,664.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,723,3,1,3,722.9917582417582,722.9166666666666,722.7259506135434,704.9185228604924,47384.75
Home Mortgage,1168386.0,5 years,0.0,9.0,17.0,833316.0,0.0,24.0,0.0,debt consolidation,Short Term,217822.0,173451.0,5916.0,731.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,724,3,1,4,722.9917582417582,720.9830508474577,722.7259506135434,729.2101616628175,91449.5
Rent,559398.0,10+ years,0.0,11.0,11.7,187990.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,102448.0,3412.0,740.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,725,2,2,4,722.4205202312139,724.25701839303,722.7259506135434,729.2101616628175,43204.5
Home Mortgage,1537024.0,10+ years,0.0,9.0,19.9,939906.0,0.0,10.0,0.0,other,Short Term,222464.0,209323.0,13833.0,726.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,726,3,1,4,722.9917582417582,716.8412698412699,722.7259506135434,729.2101616628175,114252.33333333333
Home Mortgage,2105656.0,7 years,0.0,11.0,17.0,1109614.0,0.0,32.0,0.0,debt consolidation,Short Term,435380.0,307610.0,16076.5,750.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,727,3,2,4,722.4205202312139,724.25701839303,722.7259506135434,729.2101616628175,159394.83333333334
Home Mortgage,1510215.0,10+ years,0.0,15.0,26.8,680086.0,1.0,16.0,1.0,debt consolidation,Short Term,248270.0,312474.0,21143.0,721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,728,4,2,4,721.6996805111821,723.9508196721312,720.0370370370371,725.7162872154115,104708.25
Rent,990660.0,5 years,0.0,6.0,14.1,401544.0,0.0,32.0,0.0,debt consolidation,Short Term,330902.0,272935.0,11805.0,740.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,729,2,1,4,724.3789682539683,724.25701839303,722.7259506135434,729.2101616628175,70750.0
Home Mortgage,844398.0,< 1 year,0.0,14.0,12.6,682594.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,353704.0,16536.0,734.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,730,2,2,4,721.302380952381,724.25701839303,722.7259506135434,729.2101616628175,53830.5
Home Mortgage,1751097.0,3 years,0.0,15.0,15.4,1358016.0,0.0,32.0,0.0,debt consolidation,Long Term,763070.0,534812.0,25537.0,728.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,731,3,2,4,721.6996805111821,724.25701839303,722.7259506135434,704.9185228604924,120387.75
Rent,558999.0,4 years,0.0,15.0,20.0,1246102.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,83942.0,12801.0,751.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,732,3,2,4,721.6996805111821,724.25701839303,722.7259506135434,729.2101616628175,33782.25
Own Home,858211.0,10+ years,0.0,13.0,29.2,221694.0,0.0,58.0,0.0,debt consolidation,Short Term,85976.0,22021.0,16950.0,699.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,733,4,2,4,721.2881720430107,710.5,722.7259506135434,729.2101616628175,54567.58333333333
Rent,874323.0,< 1 year,0.0,6.0,9.5,488290.0,0.0,32.0,0.0,debt consolidation,Short Term,179982.0,200716.0,7432.0,706.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,734,1,1,4,724.3789682539683,724.25701839303,722.7259506135434,729.2101616628175,65428.25
Home Mortgage,1168386.0,5 years,0.0,8.0,12.1,457072.0,0.0,39.0,0.0,debt consolidation,Short Term,289652.0,264480.0,9525.0,731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,735,2,1,4,723.6175548589341,715.4285714285714,722.7259506135434,729.2101616628175,87840.5
Rent,1613062.0,1 year,0.0,25.0,21.5,456698.0,2.0,32.0,2.0,debt consolidation,Long Term,316426.0,242573.0,15190.0,659.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,736,4,4,3,723.9375,724.25701839303,711.8666666666667,687.2,119231.83333333334
Own Home,1869980.0,10+ years,0.0,10.0,23.8,407044.0,0.0,36.0,0.0,debt consolidation,Short Term,142912.0,124450.0,16362.0,750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,737,4,1,4,720.5843293492696,717.3478260869565,722.7259506135434,729.2101616628175,139469.66666666666
Rent,1527296.0,7 years,0.0,11.0,15.7,748792.0,0.0,8.0,0.0,debt consolidation,Short Term,309573.0,254790.0,6644.0,746.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,738,3,2,4,722.4205202312139,722.8235294117648,722.7259506135434,729.2101616628175,120630.66666666667
Rent,1168386.0,10+ years,0.0,8.0,7.0,610500.0,0.0,32.0,0.0,debt consolidation,Long Term,646866.0,316863.0,31952.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,739,1,1,4,723.6175548589341,724.25701839303,722.7259506135434,704.9185228604924,65413.5
Home Mortgage,2506917.0,10+ years,0.0,16.0,21.4,1720620.0,0.0,32.0,0.0,small business,Short Term,309573.0,1124895.0,37604.0,712.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,740,4,3,4,723.1924528301887,724.25701839303,722.7259506135434,729.2101616628175,171305.75
Home Mortgage,771932.0,1 year,0.0,17.0,20.8,739970.0,0.0,23.0,0.0,other,Short Term,67034.0,432649.0,14731.0,698.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,741,4,3,4,722.2456896551724,714.9285714285714,722.7259506135434,729.2101616628175,49596.666666666664
Rent,1212276.0,2 years,0.0,9.0,15.0,520652.0,0.0,37.0,0.0,debt consolidation,Long Term,401676.0,281941.0,28792.0,689.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,742,2,1,3,722.9917582417582,721.1372549019608,722.7259506135434,704.9185228604924,72231.0
Home Mortgage,1168386.0,2 years,0.0,9.0,20.1,203984.0,0.0,23.0,0.0,debt consolidation,Short Term,177276.0,127376.0,15507.0,731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,743,4,1,4,722.9917582417582,714.9285714285714,722.7259506135434,729.2101616628175,81858.5
Home Mortgage,1168386.0,10+ years,0.0,14.0,21.8,1210726.0,0.0,32.0,0.0,debt consolidation,Long Term,646800.0,617956.0,28023.0,731.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,744,4,2,4,721.302380952381,724.25701839303,722.7259506135434,704.9185228604924,69342.5
Rent,957562.0,10+ years,0.0,9.0,22.1,450626.0,1.0,78.0,1.0,debt consolidation,Short Term,347842.0,182913.0,18034.0,719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,745,4,1,4,722.9917582417582,718.7586206896551,720.0370370370371,725.7162872154115,61762.83333333333
Rent,1168386.0,7 years,0.0,6.0,11.0,174548.0,1.0,32.0,0.0,buy a car,Short Term,139612.0,99180.0,8323.0,733.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,746,2,1,4,724.3789682539683,724.25701839303,722.7259506135434,725.5441176470588,89042.5
Home Mortgage,1112640.0,2 years,0.0,12.0,22.0,95150.0,0.0,12.0,0.0,take a trip,Short Term,53680.0,209323.0,11497.0,741.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,747,4,2,4,723.144128113879,722.0461538461539,722.7259506135434,729.2101616628175,81223.0
Rent,539714.0,5 years,0.0,6.0,31.0,478159.0,0.0,24.0,0.0,debt consolidation,Short Term,86196.0,43377.0,4151.0,728.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,748,4,1,4,724.3789682539683,720.9830508474577,722.7259506135434,729.2101616628175,40825.166666666664
Rent,1168386.0,5 years,0.0,16.0,12.9,390896.0,0.0,32.0,0.0,debt consolidation,Short Term,194436.0,193781.0,16543.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,749,2,3,4,723.1924528301887,724.25701839303,722.7259506135434,729.2101616628175,80822.5
Home Mortgage,812041.0,10+ years,0.0,7.0,16.7,268862.0,0.0,32.0,0.0,debt consolidation,Long Term,335808.0,89642.0,16076.5,693.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,750,3,1,4,723.1353996737357,724.25701839303,722.7259506135434,704.9185228604924,51593.58333333333
Rent,675716.0,5 years,0.0,14.0,17.0,188342.0,0.0,13.0,0.0,debt consolidation,Long Term,315744.0,150784.0,9285.0,648.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,751,3,2,2,721.302380952381,719.276923076923,722.7259506135434,704.9185228604924,47024.666666666664
Rent,1168386.0,4 years,0.0,5.0,9.6,219252.0,0.0,32.0,0.0,debt consolidation,Short Term,265826.0,172311.0,7477.0,731.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,752,1,0,4,723.6461538461539,724.25701839303,722.7259506135434,729.2101616628175,89888.5
Home Mortgage,1225006.0,3 years,0.0,12.0,15.7,802582.0,0.0,32.0,0.0,debt consolidation,Long Term,521532.0,464398.0,26746.0,705.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,753,3,2,4,723.144128113879,724.25701839303,722.7259506135434,704.9185228604924,75337.83333333333
Home Mortgage,2325828.0,2 years,0.0,12.0,17.6,403502.0,3.0,32.0,0.0,debt consolidation,Short Term,336644.0,88521.0,12269.0,735.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,754,3,2,4,723.144128113879,724.25701839303,722.7259506135434,728.0625,181550.0
Home Mortgage,1128258.0,1 year,0.0,8.0,10.8,341924.0,0.0,32.0,0.0,debt consolidation,Short Term,119746.0,285570.0,29429.0,732.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,755,2,1,4,723.6175548589341,724.25701839303,722.7259506135434,729.2101616628175,64592.5
Rent,1224455.0,2 years,0.0,9.0,22.0,1012286.0,0.0,32.0,0.0,debt consolidation,Short Term,278168.0,450243.0,18367.0,746.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,756,4,1,4,722.9917582417582,724.25701839303,722.7259506135434,729.2101616628175,83670.91666666667
Rent,1168386.0,4 years,0.0,8.0,11.0,526350.0,1.0,66.0,1.0,debt consolidation,Short Term,331320.0,90915.0,4829.0,731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,757,2,1,4,723.6175548589341,717.3529411764706,720.0370370370371,725.7162872154115,92536.5
